claim_id,chapter,section,claim_summary,claim_strength,citation_keys,preferred_source_type,actual_source_type,local_repository_claim,support_status,boundary_status,repair_action
CC-4.9B-056,Chapter 5,MIMIC Proxy-State Rules and Validation Artifacts,"LAT_SHOCK & Shock or hemodynamic instability. & MAP, SBP, sustained hypotension helper, vasopressors, lactate, urine output, pH, base excess. & Score at least 2, or vasopressor use plus tissue hypoperfusion, acidosis, or hypotension. Thresholds include MAP (<65), SBP (le 90), lactate (>2.0), urine (<500) in 24 hours or (<0.5) ml/kg/hour over 6 hours, pH (<7.30), base excess (le -5). & Shock/lactate grounding ; proxy rule remains source-specific. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,singer_2016_sepsis3,PRIMARY_CLINICAL_DEFINITION,PRIMARY_CLINICAL_DEFINITION,YES,CONCEPTUAL_SUPPORT_ONLY,PROJECT_RULE_NOT_COMPLETE_DEFINITION,Keep rule wording project-specific and retain clinical-review gate.
CC-4.9B-057,Chapter 5,MIMIC Proxy-State Rules and Validation Artifacts,"LAT_RESPIRATORY_FAILURE & Respiratory failure or respiratory support. & SpO2, PF ratio, FiO2, mechanical/noninvasive ventilation, respiratory rate, PaCO2, pH. & Score at least 2, or respiratory support plus hypoxemia, oxygenation failure, or ventilatory failure. Thresholds include SpO2 (<92), PF (le 300), FiO2 (ge 0.5), RR (ge 30) or (le 8), and PaCO2 (ge 50) with pH (<7.30). & Respiratory phenotyping/ARDS context ; not adjudicated ARDS. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping;ranieri_et_al_2012_berlin_ards,MIXED_AS_APPROPRIATE,APPLICATION_EXAMPLE;PRIMARY_CLINICAL_DEFINITION,YES,CONCEPTUAL_SUPPORT_ONLY,PROJECT_RULE_NOT_COMPLETE_DEFINITION,Keep rule wording project-specific and retain clinical-review gate.
CC-4.9B-058,Chapter 5,MIMIC Proxy-State Rules and Validation Artifacts,"LAT_RENAL_DYSFUNCTION & Renal dysfunction. & Creatinine maximum and delta, BUN, urine output, potassium, bicarbonate, dialysis/CRRT helper. & Score at least 2, or dialysis/CRRT present. Clauses include creatinine (ge 2.0) or delta (ge 0.3), BUN (ge 40), low urine output, potassium (ge 5.5), or bicarbonate (<18). & KDIGO grounding for creatinine/urine concepts ; not full KDIGO staging. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,kdigo_2012_acute_kidney_injury,PRIMARY_CLINICAL_DEFINITION,PRIMARY_CLINICAL_DEFINITION,YES,CONCEPTUAL_SUPPORT_ONLY,PROJECT_RULE_NOT_COMPLETE_DEFINITION,Keep rule wording project-specific and retain clinical-review gate.
CC-4.9B-059,Chapter 5,MIMIC Proxy-State Rules and Validation Artifacts,"LAT_HEPATIC_COAG_DYSFUNCTION & Combined hepatic and coagulation dysfunction. & Bilirubin, AST, ALT, platelets, INR, PT/PTT helpers, albumin. & Score at least 2 across bilirubin (ge 2.0), AST or ALT (ge 120), platelets (<100), INR (ge 1.5) or PT/PTT prolonged, or albumin (<2.5). & SOFA and ISTH DIC context ; combined construct needs clinical review. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,vincent_et_al_1996_sofa;taylor_et_al_2001_isth_dic,PRIMARY_CLINICAL_DEFINITION,PRIMARY_CLINICAL_DEFINITION,YES,CONCEPTUAL_SUPPORT_ONLY,PROJECT_RULE_NOT_COMPLETE_DEFINITION,Keep rule wording project-specific and retain clinical-review gate.
CC-4.9B-060,Chapter 5,MIMIC Proxy-State Rules and Validation Artifacts,"LAT_NEUROLOGIC_DYSFUNCTION & Neurologic dysfunction with sedation caveat. & GCS, GCS component abnormality, RASS, pupil/focal-neurologic helper, sedation/intubation helper. & Score at least 2. GCS (le 8) counts twice; GCS (le 13), abnormal GCS component, RASS (le -3) or (ge 2), and pupil/focal abnormality contribute. A single sedation/intubation-confounded point is not sufficient. & SOFA neurologic context ; sedation ambiguity remains. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,vincent_et_al_1996_sofa,PRIMARY_CLINICAL_DEFINITION,PRIMARY_CLINICAL_DEFINITION,YES,CONCEPTUAL_SUPPORT_ONLY,PROJECT_RULE_NOT_COMPLETE_DEFINITION,Keep rule wording project-specific and retain clinical-review gate.
CC-4.9B-061,Chapter 6,Self-Supervised STraTS Pretraining,"STraTS represents an irregular time series as a set of observed measurement tokens rather than as a fully imputed grid.  The implemented STraTS class constructs each token by adding three learned components: a continuous embedding of measurement time, a continuous embedding of the normalized measurement value, and an embedding of the variable identity.  The token sequence is contextualized with a transformer-style block and then pooled with fusion attention to obtain a fixed-dimensional time-series representation .  Static covariates are combined with this representation before either the self-supervised forecasting head or the supervised proxy-label head is applied.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,tipirneni2022strats,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-062,Chapter 6,Supervised Multi-Label Models,"The STraTS supervised backend uses the irregular observation triplets described in Section ref{sec:predictive-modeling-proxy-states:self-supervised-strats-pretraining}: time, value, and variable embeddings, transformer contextualization, fusion attention, and static-feature combination .  The istrats branch shares the same triplet construction and fusion-attention module, but its verified pooling and static-feature path differ as described above.  The current final artifact archive contains STraTS prediction CSVs, while an iSTraTS final prediction artifact was not found during this stage.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,tipirneni2022strats,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-063,Chapter 6,Supervised Multi-Label Models,"The GRU baseline uses a dense hourly grid rather than the raw irregular token set.  For each hour and variable, the loader builds value, observation-mask, and elapsed-time-since-observation channels, mean-fills unobserved values from training data, normalizes the filled values, and concatenates the three channel groups before passing them to a gated recurrent unit .  The final recurrent hidden state is concatenated with the static-feature embedding and projected through the shared supervised head.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,cho2014gru,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-064,Chapter 6,Supervised Multi-Label Models,"The GRU-D backend uses a model-specific irregular sequence representation containing observed values, missingness masks, elapsed-time tensors, sequence lengths, and static covariates .  The implemented cell updates last observed values, applies learned exponential decay to inputs and hidden states as a function of elapsed time, and includes missingness masks in the recurrent gates.  The representation passed to the supervised head is the final valid recurrent state for each sequence combined with the static-feature embedding.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,che2018grud,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-065,Chapter 6,Supervised Multi-Label Models,"The TCN baseline uses the same dense hourly value, observation-mask, and elapsed-time representation as the GRU baseline, but processes the sequence with temporal convolutional residual blocks .  The implementation permutes the dense grid into channel-first form, applies a temporal convolutional network, takes the last temporal embedding, and concatenates it with the static-feature embedding before projection to proxy-label logits.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,bai2018tcn,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-066,Chapter 6,Supervised Multi-Label Models,"The SAnD backend also consumes the dense hourly representation.  It applies a one-dimensional input embedding, learned positional encoding, masked attention blocks constrained by a local attention window, and dense interpolation over a fixed number of reference positions before combining the resulting time-series representation with static covariates .  In this repository, SAnD is therefore an attention-based dense-grid comparator rather than an irregular-token model.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,song2018sand,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-067,Chapter 6,Supervised Multi-Label Models,"STraTS & Irregular observation tokens built from time, value, and variable embeddings; observation masks handle padding, and fusion attention pools contextualized tokens. & Learned demographic embedding is concatenated with the pooled representation; self-supervised pretraining is supported. & .  Implementation confirmed; wrappers and archived STraTS outputs present; final checkpoint-to-export manifest incomplete. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,tipirneni2022strats,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-068,Chapter 6,Supervised Multi-Label Models,"GRU & Dense hourly grid with value, observation-mask, and elapsed-time channels; unobserved values are mean-filled before normalization. & Learned demographic embedding is concatenated with the final recurrent state; pretraining is not supported by the current guard. & .  Implementation confirmed; archived GRU prediction CSVs present; export provenance incomplete. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,cho2014gru,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-069,Chapter 6,Supervised Multi-Label Models,"GRU-D & Irregular sequence of value, mask, elapsed-time, and sequence-length tensors; learned decays and masks enter the recurrent update. & Learned demographic embedding is concatenated with the final valid recurrent state; pretraining is not supported by the current guard. & .  Implementation confirmed; archived GRU-D prediction CSVs present; export provenance incomplete. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,che2018grud,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-070,Chapter 6,Supervised Multi-Label Models,"TCN & Dense hourly grid with value, observation-mask, and elapsed-time channels processed by temporal convolutional residual blocks. & Learned demographic embedding is concatenated with the last convolutional embedding; pretraining is not supported by the current guard. & .  Implementation confirmed; archived TCN prediction CSVs present; export provenance incomplete. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,bai2018tcn,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-071,Chapter 6,Supervised Multi-Label Models,"SAnD & Dense hourly grid with input embedding, positional encoding, masked attention, and dense interpolation; mask/delta channels come from the loader. & Learned demographic embedding is concatenated after dense interpolation; pretraining is not supported by the current guard. & .  Implementation confirmed; archived SAnD prediction CSVs present; export provenance incomplete. ",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,song2018sand,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED,CANONICAL_SCOPE,None.
CC-4.9B-072,Chapter 7,Dataset-Specific DAGs,"This separation is important because the main exposure variables in the causal stage are binary proxy states rather than randomized treatments.  In the causal code, each selected proxy state is treated as a binary exposure (A), the outcome is in-hospital mortality (Y), and the graph is used to identify candidate pre-exposure background or latent proxy variables for adjustment.  The thesis follows the graphical language of Pearl's DAG and backdoor framework while retaining the cautions around observational, proxy-defined exposures and well-defined interventions discussed by Hernan and Taubman .  These cautions are especially relevant here because several variables named as ``treatments'' in the code are clinically closer to patient states or care-process proxies than to assigned therapeutic interventions.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,pearl_1995_causal_diagrams;hernan_taubman_2008_well_defined_interventions,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-073,Chapter 7,Matching and Heterogeneous-Effect Estimators,"For model-based heterogeneous effects, the pipeline includes EconML double-machine-learning estimators and an exploratory CausalPFN branch.  Double machine learning estimates nuisance outcome and treatment models and then estimates treatment effects after residualization, reducing sensitivity to nuisance-model overfitting under appropriate assumptions .  The LinearDML branch uses random-forest nuisance models with a linear final effect model.  The CausalForestDML branch uses the same random-forest nuisance-model family and a causal forest final stage, drawing on generalized random-forest and causal-forest ideas for heterogeneous treatment effects .  This modeling choice is consistent with the broader use of machine learning for individualized treatment-effect estimation in electronic health record and critical-care settings, while still requiring domain-specific validation .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,chernozhukov2018dml;oprescu_et_al_2019_econml;wager2018causalforest;athey2019grf;smit_2023_causal_inference_icu_scoping_review;bica_2021_individualized_treatment_effects_ehr_ml;lipkovich_2024_modern_hte_methods;curth_2024_ml_individualized_treatment_effects;iwashyna_2015_hte_critical_care,MIXED_AS_APPROPRIATE,PRIMARY_METHOD;REVIEW_OR_SURVEY;SOFTWARE_IMPLEMENTATION,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-074,Chapter 8,Overlap and Support Diagnostics,"Dedicated propensity-score distributions, common-support plots, covariate balance before and after matching, standardized mean differences, weighting effective sample sizes, treatment-probability histograms, and formal positivity diagnostics were not found in the approved archive.  Not every analysis necessarily requires every one of these diagnostics, but their absence limits the strength of overlap claims.  Limited overlap is a general concern for observational effect estimation, not evidence that this repository satisfies positivity .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,crump_et_al_2009_limited_overlap,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-075,Chapter 8,Sensitivity and Robustness Values,"The repository separates several evidence layers that should not be collapsed into the statement that an estimator ``produced sensitivity results'': (1) estimator-method availability recorded during fitting; (2) values called directly from the fitted estimator during training; (3) serialized estimator parameters or residuals; (4) later saved-artifact analysis; (5) a fallback or reconstructed diagnostic; (6) benchmark-confounder comparison; and (7) a rendered sensitivity contour.  Robustness-value and omitted-variable-bias sensitivity concepts provide a useful framework for this work , but these references do not establish the correctness of local artifacts or assumptions.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,cinelli_hazlett_2020_sensitivity;chernozhukov_et_al_2026_ovb_causal_ml,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-076,Chapter 8,Sensitivity and Robustness Values,"During non-PFN fitting, cate_estimation.py records whether robustness_value, sensitivity_interval, sensitivity_summary, summary, and residual access are available.  It records direct-call values, source labels, unavailable-API errors, a serializable sensitivity-parameter snapshot when exposed, residual availability, estimator metadata, artifact schema version, and package/environment fields.  The per-treatment model artifact and the run-level control-message CSV preserve these fields.  A non-null value must therefore be interpreted together with its recorded source and status; it is not enough to inspect a numerical cell alone.  EconML is the relevant software context for the DML and causal-forest branches, distinct from a claim that the software validates local identification .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,oprescu_et_al_2019_econml,SOFTWARE_IMPLEMENTATION,SOFTWARE_IMPLEMENTATION,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-077,Chapter 8,Permutation Checks and Reproducibility Validation,"The script captures nonzero subprocess return codes and summary-schema failures as errors rather than silently using incomplete trial data.  It supports the LinearDML and CausalForest paths; CausalPFN is excluded by the orchestrator from saved-CATE analysis and permutations.  The resulting aggregate CSVs are diagnostic artifacts, not final effect tables.  They can indicate whether similarly structured outputs arise after a key relationship is disrupted.  They do not prove that an original effect is causal, that the DAG is correct, that confounding is controlled, that the estimator is calibrated, that the proxy exposure is clinically valid, or that an original result is unbiased.  In this limited sense they are negative-control-like disruptions or null-reference exercises, not formal randomization tests.  A model--identify--estimate--refute workflow motivates such checks at a general level, but does not show that this repository implements DoWhy .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,sharma_kiciman_2020_dowhy,SOFTWARE_IMPLEMENTATION,SOFTWARE_IMPLEMENTATION,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-078,Chapter 11,"Answering the Research Questions: Proxy-State Construction, Prediction, and Aggregation","Rule-based proxy states were implemented consistently enough to act as supervised prediction labels, algorithmic majority-vote inputs, and downstream exposure variables.  Deterministic source rules and stable LAT_* schemas make this pipeline consistency inspectable.  The answer is nevertheless unresolved clinically: the two datasets use different proxy ontologies and available measurements; threshold rules may misclassify constructs; PhysioNet has fewer validation artifacts; clinical review remains incomplete; and no chart-adjudicated reference labels were archived.  These are clinically inspired proxy states, not diagnoses, ground truth, or validated phenotypes.  This positioning is consistent with electronic-phenotyping and rule-based phenotype work, while the aggregation layer shares only the broad weak-supervision objective and does not implement a learned Snorkel label model .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,banda_2018_electronic_phenotyping;essay_mosier_subbian_2020_acute_respiratory_failure_phenotyping;ratner_et_al_2020_snorkel,MIXED_AS_APPROPRIATE,APPLICATION_EXAMPLE;PRIMARY_METHOD;REVIEW_OR_SURVEY,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-079,Chapter 11,"Answering the Research Questions: Proxy-State Construction, Prediction, and Aggregation","The checked comparison included STraTS, GRU, GRU-D, TCN, and SAnD.  STraTS led the four archived test metrics in MIMIC-III, whereas GRU-D led them in PhysioNet.  The leading architecture therefore differed by dataset.  This is empirically supported evidence that representation choice is dataset dependent, not evidence for universal model superiority.  Handling irregularity or missingness can be useful in several ways, and prior work distinguishes sparse-token representations from missingness-aware recurrent processing .  The local comparison does not reproduce the original papers' benchmark tasks exactly.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,sun_2026_review_irregular_medical_timeseries;lipton_kale_wetzel_2016_missingness_rnns;tipirneni2022strats;che2018grud,MIXED_AS_APPROPRIATE,PRIMARY_METHOD;REVIEW_OR_SURVEY,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-080,Chapter 11,Answering the Research Questions: Adjusted Effect Estimation and Estimator Agreement,"Dataset-specific, source-coded DAGs select treatment-specific observed adjustment sets from columns available in each analysis frame.  The active graph code is the implementation authority; LLM prompt outputs provide design provenance only.  The graphs were neither learned from the data nor clinically or empirically validated, and the adjustment sets differ across exposures.  Several checked rows contain empty observed adjustment sets, while treatment-specific identifiability remains unresolved throughout the checked packet.  The answer is thus conditional on assumptions: a computed set documents how the project applied its graph, but it does not prove exchangeability or the absence of unmeasured confounding .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,pearl_1995_causal_diagrams,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-081,Chapter 11,Answering the Research Questions: Adjusted Effect Estimation and Estimator Agreement,"Sensitivity and permutation evidence adds layers rather than closure.  DML sensitivity outputs were saved-training direct, reconstructed, partial, or failed depending on the exposure, and reconstructed diagnostics are not identical to estimator-native calculations.  Benchmark-confounder comparisons supply a scale, not proof that omitted-variable bias is absent.  Treatment and outcome permutations provide disruption-based sanity checks for the DML estimators, but the archived procedure is not automatically a formal randomization test and does not establish identification.  The corresponding CausalPFN stages were intentionally skipped.  Finally, matching fields provide indirect support evidence, but dedicated propensity, common-support, and balance plots were not archived; positivity remains unestablished .",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,crump_et_al_2009_limited_overlap;cinelli_hazlett_2020_sensitivity;chernozhukov_et_al_2026_ovb_causal_ml,PRIMARY_METHOD,PRIMARY_METHOD,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
CC-4.9B-082,Chapter 11,Answering the Research Questions: Relationship to Prior Work and Methodological Implications,"These implications align with the wider emphasis on explicit intervention definitions and target-trial thinking in observational research .  They also address difficulties identified in observational ICU causal analysis and machine-learning HTE research: defining the target question, controlling bias, validating heterogeneity, handling covariate shift, and distinguishing predictive variation from actionable treatment-effect variation .  The literature supplies methodological context; it does not validate this project's proxy labels, graphs, estimates, or local execution.  Accordingly, the framework should be described as an auditable research workflow rather than a generally validated clinical methodology.",BOUNDARY_OR_IMPLEMENTATION_CONTEXT,hernan_robins_2016_target_trial;hernan_taubman_2008_well_defined_interventions;smit_2023_causal_inference_icu_scoping_review;bica_2021_individualized_treatment_effects_ehr_ml;lipkovich_2024_modern_hte_methods;curth_2024_ml_individualized_treatment_effects;iwashyna_2015_hte_critical_care,MIXED_AS_APPROPRIATE,PRIMARY_METHOD;REVIEW_OR_SURVEY,YES,SUPPORTED_WITH_BOUNDARY,GENERAL_SOURCE_NOT_LOCAL_VALIDATION,"Retain distinction between cited concept and local implementation, DAG, or estimate."
