dataset,estimator,sampling_condition,treatment,diagnostic_type,source_path,source_sha256,row_count,feature_count,interval_available,figure_candidate,admission_status,selection_status,caveat_codes,notes
mimic,CausalForestDML,original,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,0ca7e2c8d86a6fe46b69fda33abd1d23cefaedd9930e3fc62ccd24358cb357c4,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,b7867f23b057a70c9a4122b1e13de2a2cdfcfbde41da67377919bcd0d390574b,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_HEPATIC_COAG_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_cate.csv,dadbdf2904bc3cd9f3904c9ff4693dfa6760081b8ca8d2f1b3a9a45363deefc3,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_INFLAMMATION_SEPSIS,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_cate.csv,2d936267d0200a006539c85e3feffdebb7327dfa82f9f5c722433f019f0c7652,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,cee40a1cdb7d10fc1fa2b550e367f3e44474f74cf82541699dd02ca4ad6fbf82,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,37583f4eac3f0ceb034afff9257fdb6fc4820997189f67ea3696a03cf8b42853,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,193c325cbcce65be4f39b7b7f41aec6a1a403681629d08da605e195ef4c94016,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,3961aa6db4a141e228913651cf1262cbefb1cd566cd3fcab1dd30c28185b13ac,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,adb97be57e51146f92314b5d0d2472f1aa2500a939813468dd2e5c7e3fa8c90b,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,original,LAT_CARDIAC_STRAIN,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_feature_importance.csv,668f2ef88d436afbc989726e06e80f75b1bd203bdddb5d5d4448e92a70085e69,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_GLOBAL_SEVERITY,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_feature_importance.csv,f296bcf971257be633c5e1881be7520e025f40132c671dd73ca7078dba36a090,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_HEPATIC_COAG_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_feature_importance.csv,7cb289ddbed72be6c1a4917fcf961fecec4dd0accdb2d79ee8b3966806feef53,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_INFLAMMATION_SEPSIS,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_feature_importance.csv,0166ecf9f609c9fb674be764df660c531c7e5533f706c07bc1fa200768f1ecf0,4,4,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_METABOLIC_DERANGEMENT,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_feature_importance.csv,419784a61a53f418f6383855461e13511216e2f74b164616c9ec011016be8eb1,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_NEUROLOGIC_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_feature_importance.csv,846bd57058fddbe19b46a8ac75d994d437ff8859d3d9f80a4991b812382a1055,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_RENAL_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_feature_importance.csv,7d0bc21c0df2290350d225c396cde92aa4950c1dfe26c50c066d43fc01ecb428,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_RESPIRATORY_FAILURE,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_feature_importance.csv,b052fbd85b765379ca29ed1e0e7c0395f5ffd9ca54a38e4e0fe7b2109a69a47a,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,original,LAT_SHOCK,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest/cate_estimation/LAT_SHOCK/LAT_SHOCK_feature_importance.csv,392d2a3bcb4386acc92d87981f920d633ac901ec910f108a8f2c62196bfcdb57,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,fc335f074adbff396095fd86e830195ad10ec8331e8026984cd7c599c7617416,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,933dd5ecfe76ae5f3dc184a7eab288c105ebd448118f83297e428d2278edc1a0,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_HEPATIC_COAG_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_cate.csv,193d770d25721fdf4982f93bec978e75dac1e38a3ef8ce6846a7b30612f9c085,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_INFLAMMATION_SEPSIS,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_cate.csv,49e3d3f21d1d45bd12fc9bb3fbf125ce630a524656f972ac2a815f37a475e188,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,303a1b31237f148bddacc2e6e270cfd9916b393583b630cdcadfd5498c41e8d3,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,23eb2475ed6b8169d56200d6815877d5634ace2819bf3400541032e677368a5b,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,1d0782496045125f80604ce89048ce80b717701254574d223a7571e59b5233ba,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,9394ad5a83afa38bd28f8a398ed4d8f3e9884fe7e3e980f29855d49207ed0213,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,9269fa36b2c45afc4a172dd75d11ffa9c95cf5a81c18ca710af818adc21ccfa9,6486,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,CausalForestDML,outcome-downsampled,LAT_CARDIAC_STRAIN,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_feature_importance.csv,91cf1b46456a3a4fc16e1d7ceb4a0c516ac504223c6da924f7a9a2ccbd8e5dd1,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_GLOBAL_SEVERITY,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_feature_importance.csv,8dd8df1a6d8409cf65b72c364100c068d4c4536875b6a3f2ca28c82527a1d267,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_HEPATIC_COAG_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_feature_importance.csv,50bba8e884a0a7d2ad3fef0913c6c836546a1f12370633632262a03ba45b129a,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_INFLAMMATION_SEPSIS,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_feature_importance.csv,7b7bf653756aaafdce246d4f2d8b87f5069ce6e77f19a4e6ec56428abd6356c4,4,4,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_feature_importance.csv,ec6c1ecf807c50f886508ea070a3512ebc15e7f1483c47c5f5513df20b6c7eb9,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_NEUROLOGIC_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_feature_importance.csv,d3d6b81ee6a52d4af7fb9d2d08510f99eb6c1d8ecf7656fab6dd2b923f40be6d,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_feature_importance.csv,0322b2028d8b292b93c36e66502353c17c6c7792bc8535fa8fbdc30b4e9a1d50,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_RESPIRATORY_FAILURE,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_feature_importance.csv,e474410d42b980e3cac6a7466740f3584310e4e9ee2a4888d1352c0e9b68cf16,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,CausalForestDML,outcome-downsampled,LAT_SHOCK,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-forest-downsample/cate_estimation/LAT_SHOCK/LAT_SHOCK_feature_importance.csv,d934039fee33a440a8061fd33c373c1f0fd0e456cf73259a08fda239734d6236,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,original,LAT_CARDIAC_STRAIN,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_cate.csv,343ad76419fdc77dc95b7f0dfd4e0d3c82b432acd7c3a3c0bda2c0f8008dc477,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_GLOBAL_SEVERITY,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_cate.csv,7b2d3592deeaa656d8018582b81e61a928641f0d457c49e195cef04c3b758159,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_HEPATIC_COAG_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_cate.csv,9a3fb211ac0ec7fcabdb50e733e6855ea8c99e1c44ae28a43f3f92b84dc2f2a8,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_INFLAMMATION_SEPSIS,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_INFLAMMATION_SEPSIS/LAT_INFLAMMATION_SEPSIS_cate.csv,1e23f0af20f19a675794e830f4fbdafc09f4a22ba1191aa233d52928fbd6f104,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_METABOLIC_DERANGEMENT,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_cate.csv,3aeeda744aceec207b27ce0b14b57231fe0037c5cc359d0c682ddfe972fc489b,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_NEUROLOGIC_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_cate.csv,42600373e7b85939a19f318d35e8ddecaed3217bf5f0fc908f829946aa6247ad,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_RENAL_DYSFUNCTION,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_cate.csv,229d25ea8c344bc247fa47ea091a00d1de7dc84ceb8571b070bac9975a6bd591,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_RESPIRATORY_FAILURE,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_cate.csv,b3e3497e756084d1991f31abf0c59e14a0589f14ff3d6774806a24aeeb6192e9,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_SHOCK,patient_level_cate_distribution,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_SHOCK/LAT_SHOCK_cate.csv,9882f67dc1b3a75f7a43d3e11a84b87f289e309ca27aa4bf545430758b2f26e0,26845,,False,F-CATE-DIST-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,NO_NEW_SUBGROUP_EFFECTS,Patient-level CATE artifact inventoried; no new summary computed.
mimic,LinearDML,original,LAT_CARDIAC_STRAIN,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_feature_importance.csv,46cb1faf07971b1619f5fb2cbd1d14c8fc0a06193f18be3821560c0dec970a11,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
mimic,LinearDML,original,LAT_GLOBAL_SEVERITY,feature_importance_or_coefficients,final-results/causal-outputs/outputs-mimic-linear/cate_estimation/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_feature_importance.csv,a21f5745515314ce3daa9cf47c7e979b659456f91b644a563bae06ef5e460b58,5,5,,F-FEATURE-IMP-01,PENDING_HUMAN_SELECTION,PENDING_HUMAN_SELECTION,FEATURE_IMPORTANCE_NOT_MECHANISM,Candidate only; no mechanistic interpretation.
