dataset,estimator,sampling_condition,treatment,analysis_status,diagnostic_name,diagnostic_value,diagnostic_lower,diagnostic_upper,diagnostic_source,estimator_native,saved_training_direct,recomputed,fallback,benchmark_variable,benchmark_status,residual_status,contour_path,contour_sha256,warnings,source_path,row_validation_status,selection_status,admission_status,caveat_codes,notes
mimic,LinearDML,original,LAT_CARDIAC_STRAIN,PARTIAL,benchmark_summary,0.24699020385742188,0.17377370645244683,0.27001375481782114,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,Age,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_sensitivity_contour.png,ac63b26bf7f66ba88ec99ff858e2eedba129919fd5b7f11954348ff660e31687,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_GLOBAL_SEVERITY,PARTIAL,benchmark_summary,0.04920196533203125,-0.0006821493632946174,0.09892454397874587,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_INFLAMMATION_SEPSIS,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_sensitivity_contour.png,b187d391ecb64948d85aee2081f2c7048a922c3352284ef97c987a72429f0007,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_HEPATIC_COAG_DYSFUNCTION,PARTIAL,benchmark_summary,0.12412166595458984,0.059344123972981305,0.1528905733156602,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_INFLAMMATION_SEPSIS,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_sensitivity_contour.png,86d321935a0abd0677d9e6346755a4211b8c2dd2f8a48d0c61cf509d4032917c,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_INFLAMMATION_SEPSIS,FAILED,benchmark_summary,,,,,False,False,False,False,,,,,,Loaded estimator residuals_ unavailable: ValueError: Estimator residuals_ returned W=None | Used compatibility refit with cache_values=True to test direct sensitivity APIs in thesis310 and recover residual-space diagnostics when needed. | ValueError: Estimator residuals_ returned W=None,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_METABOLIC_DERANGEMENT,PARTIAL,benchmark_summary,0.009970664978027344,-0.03897188055411357,0.08106964998438565,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_RESPIRATORY_FAILURE,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_sensitivity_contour.png,954ee8f4ca04c1e4e01560154784b7e551ab4b5ed722ab283b2da9cbcd368d25,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_NEUROLOGIC_DYSFUNCTION,PARTIAL,benchmark_summary,0.03519916534423828,-0.012147426736134698,0.08890217031100123,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_GLOBAL_SEVERITY,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_sensitivity_contour.png,233962975ac1e810fdd481c6d63c092cc65bd8037faa566a6e031ffa720c30c6,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_RENAL_DYSFUNCTION,PARTIAL,benchmark_summary,0.11994552612304688,0.05371042421161071,0.14249507189785168,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_SHOCK,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_sensitivity_contour.png,dd574d6289d73746de654e8f88278d028eaa482571d0c0dd00e2ffcb45496dcd,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_RESPIRATORY_FAILURE,PARTIAL,benchmark_summary,0.02617359161376953,-0.023518558561068846,0.09646859132548591,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_GLOBAL_SEVERITY,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_sensitivity_contour.png,a694a1b8a59e1bd56125b468a7ca4aeaf88ad9a6835835d280a7e4c82024ce19,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,original,LAT_SHOCK,PARTIAL,benchmark_summary,0.017325401306152344,-0.026659025617024955,0.07205271623403411,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_INFLAMMATION_SEPSIS,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_sensitivity_contour.png,3a70761b411ae6eb6ec34d8fa4e752cbc2d2d2a8f2bca6b77f49c60d213cfb80,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,SUPPORTING_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_CARDIAC_STRAIN,PARTIAL,benchmark_summary,0.3116493225097656,0.3232872433320194,0.47710996218093105,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,Age,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_CARDIAC_STRAIN/LAT_CARDIAC_STRAIN_sensitivity_contour.png,f841d4856db605a9b8fb4bba7613b6b07d2d23c116d63a3d10dc5542f4d6a0c0,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_GLOBAL_SEVERITY,PARTIAL,benchmark_summary,0.0877676010131836,0.05260695959565416,0.24714679207849438,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_INFLAMMATION_SEPSIS,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_GLOBAL_SEVERITY/LAT_GLOBAL_SEVERITY_sensitivity_contour.png,cf6776f9a55aebe72454803b9c660958bf782b8f9b8e89fb99d7fd9915b40de9,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_HEPATIC_COAG_DYSFUNCTION,PARTIAL,benchmark_summary,0.14838409423828125,0.11195468358806901,0.26915931101292406,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_INFLAMMATION_SEPSIS,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_HEPATIC_COAG_DYSFUNCTION/LAT_HEPATIC_COAG_DYSFUNCTION_sensitivity_contour.png,48170ed61de2f628d00c2a07a5b0646b1ad2e28091cb6c724cbc01ec09836fc1,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_INFLAMMATION_SEPSIS,FAILED,benchmark_summary,,,,,False,False,False,False,,,,,,Loaded estimator residuals_ unavailable: ValueError: Estimator residuals_ returned W=None | Used compatibility refit with cache_values=True to test direct sensitivity APIs in thesis310 and recover residual-space diagnostics when needed. | ValueError: Estimator residuals_ returned W=None,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_METABOLIC_DERANGEMENT,PARTIAL,benchmark_summary,0.0,-0.07324337857818086,0.1341499738528179,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_RESPIRATORY_FAILURE,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_METABOLIC_DERANGEMENT/LAT_METABOLIC_DERANGEMENT_sensitivity_contour.png,763837802dcffa4eb53d829454311dfb318c5c478e44b272042f7b5cc82af307,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_NEUROLOGIC_DYSFUNCTION,PARTIAL,benchmark_summary,0.04270648956298828,-0.0082703974451083,0.15761968135237697,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_GLOBAL_SEVERITY,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_NEUROLOGIC_DYSFUNCTION/LAT_NEUROLOGIC_DYSFUNCTION_sensitivity_contour.png,7fa15a00bba83d2f036ed22fca8b487f9da0ff20f9bdff398e90d09549c56f43,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_RENAL_DYSFUNCTION,PARTIAL,benchmark_summary,0.1439838409423828,0.10533634895355642,0.25987605718225076,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_SHOCK,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_RENAL_DYSFUNCTION/LAT_RENAL_DYSFUNCTION_sensitivity_contour.png,51269845e5cbd550b6368c3b0ca449fe6e1bb07bacca09b123b3a0a92ba4428b,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_RESPIRATORY_FAILURE,PARTIAL,benchmark_summary,0.03375434875488281,-0.022514447103406464,0.18190894821007297,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_GLOBAL_SEVERITY,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_RESPIRATORY_FAILURE/LAT_RESPIRATORY_FAILURE_sensitivity_contour.png,1a637df1dd1229fb564da955192964a87fb1ea7995d441760731fa07252b8391,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,LinearDML,outcome-downsampled,LAT_SHOCK,PARTIAL,benchmark_summary,0.0,-0.05885616267662765,0.11560121134023235,saved_training_direct;saved_training_direct;custom_reconstructed_from_residual_params,False,True,True,False,LAT_CARDIAC_STRAIN,unimplemented_by_design,saved_training_direct,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/LAT_SHOCK/LAT_SHOCK_sensitivity_contour.png,0c3b217f1a488c00af6765edb86cf3edf7a7e89b9745ae39da660edd3724ebb3,Stage 2 real benchmark extraction is currently unimplemented by design in this analysis pipeline for econml in thesis310; this is not a loaded-artifact extraction failure. | Contour plot used a custom reconstructed matplotlib grid from sensitivity parameters with source 'custom_reconstructed_from_residual_params'.,final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/benchmark_summary.csv,BENCHMARK_AND_CONTROL_MESSAGE_SCHEMA_VALIDATED,ROBUSTNESS_APPENDIX,PENDING_HUMAN_SELECTION,SENSITIVITY_SOURCE_CLASSIFICATION_RECORDED;REAL_BENCHMARK_MAY_BE_UNIMPLEMENTED,Control-message source: final-results/causal-outputs/outputs-mimic-linear-downsample/analyze_cate_results/control_messages_analyze_cate_results.csv; numerical values copied without recomputation.
mimic,CausalPFN,original,,INTENTIONAL_SKIP,EconML_sensitivity,,,,not_applicable_to_CausalPFN_pipeline,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,PFN_INTENTIONAL_SKIP,Run summary records downstream diagnostic skip.
mimic,CausalPFN,outcome-downsampled,,INTENTIONAL_SKIP,EconML_sensitivity,,,,not_applicable_to_CausalPFN_pipeline,,,,,,,,,,,,,NOT_APPLICABLE,NOT_APPLICABLE,PFN_INTENTIONAL_SKIP,Run summary records downstream diagnostic skip.
